,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
50,Martin Jensen,Nobody,0Qew3aYvQPGPjfL7gbe6x1,74,0.269,0.673,211040,0.687,0.0,6,0.181,-5.295,0,0.0623,96.964,4,0.524
51,Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,85,0.387,0.938,179889,0.311,0.000126,1,0.104,-11.206,0,0.376,100.014,4,0.557
52,Gesaffelstein,Lost in the Fire,7wFybC8jBH3zE139OpCtpG,83,0.0863,0.663,202093,0.675,0.00133,2,0.117,-12.159,1,0.0359,101.004,4,0.176
53,Billie Eilish,xanny,4QIo4oxwzzafcBWkKjDpXY,86,0.778,0.512,243725,0.128,0.00118,9,0.277,-17.827,1,0.313,109.102,4,0.0473
54,Bebe Rexha,Last Hurrah,0i0wnv9UoFdZ5MfuFGQzMy,89,0.175,0.514,150333,0.618,0.0,11,0.117,-4.585,0,0.0317,84.259,4,0.401
55,Kim Larsen,Den Store Dag,3Rx2hq38zL7tCRSjwqRwWw,53,0.808,0.686,222587,0.732,0.0255,2,0.096,-7.761,1,0.0255,96.997,4,0.901
56,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,88,0.367,0.61,201788,0.725,0.0,8,0.154,-5.131,1,0.15,146.163,4,0.291
57,Billie Eilish,i love you,6CcJMwBtXByIz4zQLzFkKc,84,0.955,0.423,291796,0.123,0.00518,0,0.11,-18.41,1,0.0391,137.045,4,0.0972
58,Billie Eilish,when the party's over,43zdsphuZLzwA9k4DJhU0I,83,0.978,0.454,196077,0.111,5.89e-05,4,0.0898,-14.038,1,0.0635,124.155,3,0.187
59,P!nk,Walk Me Home,7DHApOHsIFo7EyfieArYGE,89,0.0519,0.652,177391,0.453,0.0,1,0.179,-6.119,1,0.0445,88.038,3,0.432
60,Reem,Kill the Love,6bHpZxyXnvkHeItfOxEJ6o,57,0.254,0.557,192000,0.58,0.0,2,0.18,-6.799,0,0.0607,106.598,4,0.402
61,Billie Eilish,ilomilo,7qEKqBCD2vE5vIBsrUitpD,84,0.708,0.86,156371,0.425,0.39,5,0.0909,-15.158,0,0.0573,120.016,4,0.564
62,Jamaika,Narcos,27h0bXSfmLjRu1jbTqgeEe,57,0.227,0.726,196293,0.602,0.0,4,0.0566,-5.945,0,0.0768,141.939,4,0.482
63,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,83,0.449,0.672,180953,0.552,0.152,4,0.138,-10.512,1,0.174,150.469,4,0.259
64,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,83,0.934,0.364,242652,0.0549,0.00866,0,0.334,-23.237,1,0.0435,97.534,4,0.0784
65,Kim Larsen,En Brøkdel Af Et Sekund,3pJ8AuFIbBIudZFjDs86ff,51,0.785,0.795,190413,0.883,8.71e-05,1,0.147,-8.35,1,0.0386,119.992,4,0.927
66,Billie Eilish,8,6X29iaaazwho3ab7GNue5r,83,0.742,0.753,173202,0.237,0.00828,3,0.107,-13.426,1,0.246,62.442,4,0.474
67,Kim Larsen,Miss Måneskin,1Pht56j69qznn8uXA7iKQW,51,0.777,0.715,183227,0.685,3.2e-05,7,0.126,-8.046,1,0.0355,115.046,4,0.772
68,Martin Garrix,No Sleep (feat. Bonn),1ahVFh0ViDZr8LvkEVlq3B,87,0.129,0.44,207095,0.635,0.0,11,0.121,-6.385,1,0.0326,128.133,4,0.327
69,Kim Larsen,Charlie,62Jw9g5XB7c4HScXqbW4wa,51,0.834,0.793,180520,0.416,0.000589,2,0.115,-8.142,1,0.0441,106.91,4,0.548
70,Hans Philip,Et Studie i Overtænkning,6R8KbgZnmrjcDlPOomyVhQ,57,0.786,0.393,291740,0.426,0.0046,1,0.0861,-11.417,0,0.0615,163.57,4,0.453
71,Khalid,Self,29uWfSrklmIxzRIqFFK9jj,77,0.44,0.618,229960,0.693,0.759,1,0.101,-7.889,0,0.333,143.98,4,0.439
72,Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,89,0.426,0.623,208518,0.608,0.0,1,0.105,-5.937,0,0.0434,84.98,4,0.263
73,Jamaika,Aldrig (feat. Carmon),6DD5RDAyLBdGc1NC9Pju3E,57,0.27,0.676,247869,0.525,0.0,4,0.118,-7.572,0,0.086,140.595,4,0.464
74,Lil Nas X,Old Town Road,53CJANUxooaqGOtdsBTh7O,90,0.0361,0.908,113013,0.517,1.73e-06,1,0.0949,-6.063,1,0.129,136.019,4,0.471
75,Omar,Dem,7eIEisWaU1sKC32LBogYnW,57,0.346,0.757,146579,0.515,4.56e-05,5,0.0962,-9.68,1,0.057,95.037,4,0.304
76,Kim Larsen,Wunderkind,6Sh6HFbQfwGHoPeNGnHltb,50,0.715,0.689,184120,0.37,3.62e-06,2,0.124,-10.83,1,0.0575,182.109,4,0.849
77,Kim Larsen,Fætter Fritz,2opQMS4qffAKXTKdjFnJvn,50,0.739,0.735,182773,0.755,1.77e-06,6,0.13,-8.216,0,0.0256,112.009,4,0.841
78,Kim Larsen,Sommer,5CK5NjspL0gcRG0iZ1GscQ,50,0.794,0.632,210000,0.478,9e-05,9,0.0972,-8.786,1,0.0265,97.703,4,0.623
79,Billie Eilish,goodbye,3LgWsmilsrWXiPYQFRD0T7,81,0.856,0.152,119410,0.149,0.431,6,0.244,-21.965,0,0.0516,55.492,4,0.0484
80,Carmon,Fokus,6MDS0lqBpadFAuUaZijO7x,57,0.487,0.794,174636,0.666,0.0,9,0.103,-5.634,0,0.0962,91.929,4,0.49
81,Kim Larsen,Brønshøj-Husum Ungdomsklub,3XGW5ORsP8kfNAqo3OHD8O,49,0.609,0.788,188840,0.532,5.94e-05,9,0.147,-9.819,1,0.0372,114.039,4,0.819
82,Kim Larsen,Nu Dufter Tjørnen,0gn4QTlhlzvjrCpaH3zCIB,49,0.91,0.746,164267,0.319,2.4e-05,0,0.117,-9.659,1,0.0337,94.07,4,0.763
83,Kim Larsen,Koppen Med Den Skårede Hank,3vunUVLSrkxQ3YZddarLrd,49,0.887,0.721,187787,0.746,0.0108,2,0.212,-8.334,1,0.0267,96.995,4,0.836
84,Hans Philip,Tilbage,37Q9Vqym2HukG1S09zQzhE,56,0.966,0.455,202000,0.0308,1.93e-05,5,0.0952,-17.985,1,0.042,142.288,4,0.124
85,Kim Larsen,Dagens Mand,3qB0w8gE4tO7Ofhye8z8Bl,49,0.712,0.64,210027,0.775,0.0,9,0.11,-8.68,1,0.029,174.015,4,0.938
86,Ude Af Kontrol,Fri I Morgen,5fvdFwTusgGEqaxx20Ga9D,53,0.0959,0.708,187500,0.866,6.72e-06,5,0.0694,-6.829,0,0.258,192.07,1,0.756
87,Kim Larsen,Frakken,0OX35YNtoemboPOuY8xm5k,49,0.603,0.72,211093,0.872,0.108,9,0.234,-8.459,1,0.0288,129.007,4,0.963
88,James TW,You & Me,5g45gvxgaYVuhkDACPnvfh,81,0.196,0.714,231653,0.683,7.73e-06,11,0.102,-6.333,1,0.0443,127.021,4,0.824
89,Carmon,Dem Der Ved Det,5W44QIRvi8xW8UU38ug8d6,56,0.139,0.691,198664,0.611,0.0,11,0.331,-4.871,0,0.199,128.236,4,0.519
90,Why Don't We,Big Plans,6Yx181fZzA0YE2EkUsYruq,86,0.0668,0.693,179930,0.604,0.0,11,0.114,-5.279,1,0.0427,75.014,4,0.651
91,NAVID,Chin Chan Chun,4rg3DIauQkKLgw2wSNGwhP,56,0.476,0.817,158285,0.696,0.0,9,0.0714,-5.781,1,0.117,139.987,4,0.856
92,David Guetta,Better When You're Gone,4Tvw0lweq9l2JPQKFbpbBQ,86,0.0635,0.647,192402,0.795,0.0,1,0.188,-3.548,0,0.0372,127.992,4,0.409
93,FLETCHER,Undrunk,5SHhPFh68OhUmuRPymKX9d,86,0.455,0.679,183428,0.572,2.41e-06,5,0.127,-6.703,1,0.0781,92.859,4,0.542
94,Astrid S,Someone New,0G7Ik0gmxJBFJKAmK2p1k9,74,0.129,0.881,176618,0.697,1.39e-06,0,0.0834,-5.613,1,0.27,97.012,4,0.434
95,Ariana Grande,bad idea,5Il6Oe7lr5XM7A0cWbVQtr,88,0.0268,0.847,267107,0.579,0.0545,1,0.102,-5.314,1,0.0719,137.998,4,0.569
96,Hans Philip,Lyys,0FdA4ryuvQ4zkzm0XdpbsX,55,0.579,0.841,301277,0.326,0.345,2,0.0559,-7.924,0,0.0352,93.998,4,0.244
97,Khalid,Talk - Disclosure VIP,3uXHSf9sSIpOJWuC1H8DiU,51,0.0158,0.775,273229,0.867,0.0117,4,0.0355,-7.388,0,0.204,128.956,4,0.565
98,Khalid,Don't Pretend,78P2cNBhbdjXWIRYuEXkV6,0,0.246,0.591,165840,0.547,0.00466,11,0.123,-8.835,1,0.1,89.005,4,0.222
99,NODE,Skub Det Ud,6MlALdIHp0ONkZeWWuLqfL,55,0.154,0.827,159717,0.638,0.0,8,0.0782,-6.966,0,0.144,130.054,4,0.882
100,Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta),6JqpFboOH2bq9pzaYbkKBn,87,0.18,0.764,187200,0.752,0.0,8,0.0701,-3.713,0,0.0711,100.066,4,0.698
101,Billie Eilish,!!!!!!!,0rQtoQXQfwpDW0c7Fw1NeM,33,0.768,0.0,13578,0.278,0.0,1,0.669,-21.63,1,0.0,0.0,0,0.0
102,Hans Philip,Stjerneklarenætterrr,0z9qhJgNoQw69DCqNSelIS,55,0.604,0.693,244100,0.224,0.00809,9,0.0733,-10.549,0,0.0454,75.06,4,0.307
103,Nik & Jay,Det' Den Vibe,1enA0j3hr3qxpTEnPjpiLH,55,0.0352,0.733,247151,0.663,0.0,9,0.0706,-6.444,1,0.115,158.063,4,0.262
104,Ariana Grande,MONOPOLY (with Victoria Monét),6tsOcBnaKgzK22yEiqRh8P,63,0.666,0.894,158587,0.508,1.8e-05,0,0.133,-8.316,1,0.371,143.989,4,0.675
105,ZK,Ligeglad,0Et9Cr1rfMy9DcKCb6g8RB,55,0.0579,0.518,195237,0.739,0.0,7,0.362,-6.131,0,0.105,200.084,4,0.685
106,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),4mGdjNMo0RonTlOEb7cYg4,87,0.0116,0.464,239507,0.852,0.0,11,0.108,-3.804,1,0.067,160.075,4,0.233
107,Leonora,Love Is Forever,6JBKhIy0NYsIAZ1ZuV0Nf4,54,0.576,0.733,181013,0.42,0.0,1,0.0682,-4.604,1,0.0323,136.03,4,0.794
108,YNW Melly,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,90,0.457,0.661,230400,0.44,0.0,2,0.128,-9.104,1,0.0803,149.937,4,0.352
109,ZK,Is,524JtL1vGthFyShePCs0S4,54,0.0464,0.793,166667,0.635,0.0,7,0.0896,-7.076,1,0.0478,107.034,4,0.741
110,Faustix,Thorns,6DuE8kXIDJ3oiCibWXmgeN,57,0.031,0.708,186000,0.825,0.0,4,0.191,-3.117,1,0.0615,109.991,4,0.662
111,ZK,Rosa,01GI20tmIB33e7n9C9HOZI,54,0.313,0.732,161750,0.816,5.45e-06,8,0.105,-5.264,0,0.0931,120.109,4,0.749
112,Juice WRLD,Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,86,0.308,0.699,189977,0.687,3.63e-05,7,0.121,-3.997,0,0.106,88.932,4,0.499
113,Alphabeat,Shadows,5nyR10uysfZhx3RuTaPbo1,58,0.00092,0.703,165696,0.829,1.43e-05,5,0.0972,-4.964,0,0.0335,122.098,4,0.902
114,TopGunn,Undskyld Jeg Ringer,15lpeUEHK9281rTxWqSJdO,52,0.259,0.858,168654,0.554,0.0,11,0.285,-6.81,0,0.0598,127.849,4,0.845
115,Fouli,Dag 1,3hzZoBTNhvC1KdCr4P3UjJ,54,0.184,0.696,107574,0.64,0.0,8,0.0563,-5.567,1,0.222,124.628,5,0.592
116,SODA,Bedste veninder,4zTZNHhoNaWLFgaPEbk1nP,53,0.0726,0.823,190333,0.554,0.000266,9,0.133,-8.058,0,0.0372,100.011,4,0.606
117,Marshmello,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,84,0.409,0.78,167898,0.828,0.0,8,0.104,-2.235,1,0.237,160.113,4,0.786
118,Drax Project,Woke Up Late (feat. Hailee Steinfeld),3qLBz3j26AHO2jBYUQWLA6,80,0.043,0.698,181859,0.66,0.0,2,0.186,-5.429,0,0.083,119.214,4,0.351
119,Hans Philip,Dagdrøm [2],0JvozNSYhJ0RLjSo2mJOod,53,0.955,0.137,192000,0.0309,0.982,0,0.0977,-33.115,1,0.0372,86.081,4,0.0375
120,Ariana Grande,bloodline,2hloaUoRonYssMuqLCBLTX,89,0.0815,0.758,216893,0.665,0.000157,2,0.216,-5.188,0,0.0774,151.976,4,0.643
121,Hugo Helmig,Young Like This,5yOc7LHI9HIBRTWcLbGXXi,62,0.0309,0.646,186055,0.743,1.83e-05,11,0.0771,-6.272,1,0.0392,133.908,4,0.437
122,Ariana Grande,needy,1TEL6MlSSVLSdhOSddidlJ,89,0.78,0.647,171573,0.309,7.41e-06,7,0.202,-7.948,0,0.0366,87.045,4,0.195
123,James Bay,Peer Pressure (feat. Julia Michaels),4JWQC6gyYoPRnxRxk0ta2M,82,0.0299,0.631,176880,0.715,0.0,1,0.121,-6.083,0,0.0277,135.826,4,0.42
124,Zedd,365,2XWjPtKdi5sucFYtVav07d,88,0.339,0.745,181900,0.693,0.0,2,0.123,-5.479,0,0.034,98.039,4,0.248
125,Chris Brown,Undecided,7uiBocndm12aKbsdnQ3Scx,85,0.172,0.441,187298,0.527,0.0,3,0.233,-5.318,1,0.0966,96.37,4,0.589
126,Dennis Lloyd,Never Go Back,2QrXzOqLCVDRZHkToA0tSR,84,0.0135,0.421,175424,0.653,0.0,9,0.114,-4.85,0,0.398,78.6,4,0.733
127,ZK,Mama,4RxGzqyeNjgZSIvn9474Zb,52,0.143,0.801,176057,0.399,0.0103,11,0.184,-8.534,1,0.0431,104.969,4,0.333
128,Karl William,Forfra,6PNOwTytTN9LQGaPVlKTFw,52,0.066,0.775,198921,0.639,2.33e-06,11,0.32,-6.672,0,0.0567,106.991,4,0.675
129,Nik & Jay,Hot Sauce,0K3ndEOFiWz9xrh8xHa4vZ,42,0.112,0.826,193721,0.759,2.53e-05,6,0.205,-6.234,1,0.126,112.037,4,0.775
130,Emil Kruse,Air Tonight (feat. Benjamin Hav),513USzRJreYwoYoIsqrvB2,53,0.267,0.867,199488,0.632,5.26e-06,11,0.216,-5.408,1,0.189,126.996,4,0.784
131,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,7dbka99KTWke5o9hRp0JoB,83,0.552,0.761,158040,0.479,0.0,2,0.0704,-5.574,1,0.0466,89.913,4,0.912
132,Nik & Jay,Længe Leve Drømmene,0OiZJaep74FtAKYqjzeU6k,53,0.105,0.847,184517,0.657,0.000178,7,0.0981,-4.684,1,0.139,102.046,4,0.509
133,Artigeardit,Joggingsæt,6BwEVjXikIn5HtjcZ3Vmdr,51,0.12,0.765,167721,0.687,5.69e-06,10,0.0796,-6.306,0,0.191,83.011,4,0.485
134,Dean Lewis,7 Minutes,2BkyYZmU4JuWW2sYi9EzpC,83,0.526,0.613,211453,0.739,0.0,10,0.149,-6.478,1,0.0311,104.966,4,0.712
135,Maren Morris,The Bones,3npzogdOEiVsieXmmhBepL,85,0.279,0.612,197293,0.57,0.0,11,0.0963,-6.642,0,0.0347,77.004,4,0.335
136,Zara Larsson,Don't Worry Bout Me,507tQXutCPYNFkpOq8tmKF,77,0.0797,0.752,208812,0.706,0.000752,5,0.129,-6.274,1,0.0636,125.041,4,0.33
137,Fouli,Gunshot (feat. Naoui),49znSSRE1AbXlgLr3C6HTU,52,0.0746,0.497,144000,0.658,5.59e-06,5,0.149,-6.007,0,0.272,199.284,4,0.588
138,Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,84,0.662,0.518,173307,0.467,0.0,0,0.0853,-6.184,1,0.0302,132.854,4,0.386
139,Johny Cola,Ska Der Være Fest Så La Der Være Fest,6uVXPdYhm6p3HR8SGxGiyy,52,0.00907,0.849,193286,0.769,1.44e-06,2,0.0788,-7.131,1,0.218,139.905,4,0.537
140,Toko,Hos Mig,2hEWiCH0XEPpYbfAjvBS9B,52,0.243,0.673,164727,0.617,0.0,5,0.312,-5.349,0,0.0572,82.493,4,0.808
141,Offset,Lick,4W9XGjEUVG9junR70FOLii,78,0.172,0.959,204516,0.539,0.0,4,0.108,-6.611,0,0.0958,103.0,4,0.657
142,Maximillian,Beautiful Scars,4kS01K2URu522IomkGOFHl,55,0.369,0.7,194757,0.457,0.0,7,0.106,-8.667,1,0.0621,144.905,4,0.433
143,Logic,Keanu Reeves,25F6MWrnFBCXVnpN4n76EK,86,0.0591,0.71,225987,0.888,0.0,2,0.134,-6.457,1,0.235,170.193,4,0.816
144,Artigeardit,Del Af Mig,719L8GKB4h8NkVANzZoUaq,51,0.431,0.765,157440,0.704,6.21e-06,0,0.0644,-8.235,1,0.256,124.996,4,0.547
145,Kygo,Think About You,3Kuu5vASpXK8oRsxOvau6P,85,0.166,0.673,208567,0.596,0.0,10,0.11,-7.891,1,0.0354,123.969,4,0.19
146,Ozuna,Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,96,0.0361,0.816,158400,0.754,0.0,11,0.217,-2.75,0,0.111,99.966,4,0.533
147,Jamaika,Anklage,7nMB9ZYve3sCcjWKyu0IpI,51,0.278,0.568,209432,0.509,0.0,5,0.116,-6.726,0,0.153,132.825,4,0.424
148,ZK,Vito,6FsfxwiIYQuLBRbXtWcwGp,51,0.197,0.752,169172,0.512,1.17e-05,11,0.0976,-7.881,1,0.312,159.926,4,0.436
149,Lil Pump,Be Like Me (feat. Lil Wayne),6flur5o18COKeafnjLHRiJ,81,0.00335,0.948,240000,0.396,0.0,5,0.192,-8.08,0,0.173,104.006,4,0.593
150,Nik & Jay,Dråber Af Lys,6ycM9TAiqwurN8R0zGGteY,51,0.38,0.677,210920,0.491,0.0,1,0.0666,-8.519,0,0.319,88.019,4,0.454
151,Lil Skies,i,4ZT9FnbFu1PaBfV3itxiqT,87,0.627,0.649,181891,0.453,0.0,6,0.116,-7.28,1,0.085,99.183,4,0.431
152,Jonas Blue,What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,77,0.289,0.46,220396,0.8,6.16e-06,1,0.121,-3.584,1,0.05,102.46,4,0.553
153,Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,85,0.0758,0.745,248431,0.561,0.0,0,0.133,-4.869,1,0.0807,77.557,4,0.449
