,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
17,G-Eazy,"West Coast (feat. Blueface, ALLBLACK & YG)",4EnEGf9JzAJhF1XNY9DJcD,77,0.0738,0.882,256967,0.775,0.0,10,0.701,-4.986,1,0.334,98.023,4,0.805
18,Bryce Vine,La La Land (feat. YG),3TpBefRZ1vFcOH6z57PQRI,72,0.223,0.781,177118,0.469,0.0,1,0.19,-5.107,0,0.0569,98.013,4,0.412
19,$uicideBoy$,Runnin' Thru The 7th With My Woadies,70nmZhHZLNVYWP4NON41Zw,71,0.067,0.526,205766,0.62,0.000241,8,0.139,-7.244,0,0.281,112.027,4,0.187
20,A Boogie Wit da Hoodie,Savage,1srm5YnZiu7Ksnd2UTTmmk,72,0.188,0.78,169046,0.402,0.0,5,0.0597,-9.255,0,0.149,160.046,4,0.483
21,Lil Wayne,Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h,71,0.0414,0.902,186872,0.819,0.0,1,0.106,-3.321,1,0.317,89.0,4,0.746
22,Lil Pump,Butterfly Doors,4NdXQlDTzxbOMkzJGWFtz3,79,0.0889,0.925,132923,0.397,5.12e-05,5,0.144,-11.265,1,0.169,130.008,4,0.429
23,Jon Bellion,Woke The F*ck Up,5jKMjgG0J08rCezDvAX0sn,57,0.0406,0.687,219584,0.622,0.0,8,0.0653,-5.338,1,0.0987,93.994,4,0.624
24,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),0uH6JssU7mWkTT9mqeqEvL,76,0.156,0.774,220888,0.623,0.0,5,0.0955,-7.871,1,0.245,128.661,5,0.393
25,Yung Pinch,When I Get Home (Hotel California),76ARBVsPT9Cg0aAO0CFno8,54,0.406,0.729,203813,0.698,0.0,5,0.108,-4.986,0,0.0545,131.966,4,0.466
26,Christian French,heavy snow,6RMryEPk1eidOmUwGuMUIV,56,0.254,0.516,221360,0.519,0.0,10,0.106,-8.1,0,0.0358,120.094,4,0.143
27,Yung Gravy,Rotisserie,4zDMybUdMSewKNxmGffD7v,72,0.203,0.859,123000,0.67,3.46e-05,1,0.217,-6.762,1,0.271,96.056,3,0.446
28,Travis Scott,lose,2AGUFka8kBWCM47h5uTlDb,65,0.307,0.832,200453,0.557,0.0,7,0.176,-3.947,0,0.053,125.999,4,0.279
29,Future,PIE,5FsJ8AUxW1KBypdhFvbdkd,65,0.144,0.755,211240,0.6,0.0,5,0.117,-6.431,0,0.309,155.982,4,0.652
30,Sean Paul,Baby Boy (feat. Beyoncé ),1uVfUdVv0h9MWia3tdZo5G,61,0.0667,0.658,246707,0.621,2.46e-06,1,0.142,-5.725,1,0.231,91.267,4,0.817
31,D12,How Come,785t3poQsvdkSeH5xGA9R4,60,0.28,0.745,249533,0.858,0.0,9,0.188,-2.221,1,0.237,89.983,4,0.547
32,Gucci Mane,I Get The Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,79,0.0232,0.89,233087,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,0.425
33,Valee,Womp Womp,1G5ho820Xi2Qu3HsBZ26ft,70,0.066,0.877,226533,0.558,0.0,1,0.0745,-4.896,1,0.342,157.027,4,0.493
34,OutKast,The Way You Move (feat. Sleepy Brown),5z7mYFfhw6N6f23VwrokJD,68,0.126,0.871,234000,0.597,0.000115,5,0.0638,-4.932,0,0.0464,125.999,4,0.635
35,XXXTENTACION,Bowser,3axhnTsNa4YefoyLGxjdWz,66,0.309,0.8,187654,0.491,0.0,10,0.332,-8.293,0,0.0468,135.008,4,0.425
36,P.O.D.,Boom,5DooySfCD1xCJ49gQm9rx7,65,0.00318,0.559,190760,0.931,1.24e-05,9,0.0624,-5.863,1,0.0721,90.911,4,0.644
37,$uicideBoy$,Carrollton,7wPHEEGn0rWMZEDrDcOaDa,72,0.00221,0.844,203897,0.52,0.00122,5,0.7,-10.626,0,0.533,149.995,4,0.289
38,Hoobastank,The Reason,1lHtE5JDCas1EwXhQIMOIj,79,0.0127,0.447,232800,0.668,0.0,4,0.152,-4.683,1,0.0294,82.904,4,0.0695
39,Lil Wayne,Love Me,2XHzzp1j4IfTNp1FTn7YFg,62,0.0135,0.676,255053,0.628,0.0,8,0.093,-6.433,0,0.0329,124.908,4,0.48
40,will.i.am,#thatPOWER,01TuObJVd7owWchVRuQbQw,67,0.00112,0.797,279507,0.608,7.66e-05,6,0.0748,-6.096,0,0.0583,128.0,4,0.403
41,The Pussycat Dolls,Stickwitu,2lgz3yy1AyoceOVOOBmiOS,69,0.283,0.548,207507,0.554,0.0,9,0.0708,-6.408,1,0.0587,79.918,4,0.382
42,Skillet,Hero,4CbKVDZkYKdv69I4bCaKUq,73,0.00791,0.533,186813,0.967,0.0,1,0.336,-2.543,1,0.0995,142.018,4,0.782
43,Big Sean,So Good (& Metro Boomin),0fWBFDRTIuk8ZgNdZqhCer,69,0.0144,0.619,268720,0.404,0.0,8,0.115,-8.333,0,0.441,90.008,4,0.566
44,21 Savage,Numb,1vc2YF7ZvUtwr45HNpdGch,69,0.0438,0.839,271307,0.437,2.75e-06,5,0.131,-11.344,0,0.285,82.008,4,0.464
45,Lil Wayne,What About Me (feat. Sosamann),3JX0dOCIAiaR8MP3ryXWuM,67,0.0263,0.784,216961,0.44,1.9e-06,10,0.122,-6.566,1,0.0401,118.089,4,0.22
46,Eminem,Mockingbird,0TGd9kXFDRQG9FF0netmah,60,0.249,0.626,251267,0.674,0.0,0,0.139,-4.232,1,0.281,84.052,4,0.215
47,Travis Scott,I Can Tell,2hiuiI3ac0I5kJWtkeGHEL,60,0.000819,0.696,235533,0.8,0.0,2,0.0954,-5.68,1,0.0324,110.013,4,0.0635
48,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,79,0.111,0.795,275080,0.594,0.0,0,0.162,-6.2,1,0.0747,135.002,4,0.409
49,Belly,Might Not,5e9aFSdnkQUrm5y8Dhw0qN,69,0.283,0.792,224213,0.563,0.0,1,0.128,-4.838,1,0.0793,133.996,4,0.288
50,Hopsin,Low-Key,1LpVOoC6yTrcJVxdCMGicj,63,0.221,0.645,212701,0.833,0.0,11,0.134,-3.715,1,0.32,83.534,4,0.721
51,Nipsey Hussle,Grinding All My Life,3R9j8urSPiBbapNbyuSYkE,78,0.0491,0.6,175040,0.716,0.0,3,0.109,-5.554,0,0.384,180.165,4,0.246
52,Lil Pump,Boss,1rsAFUCa6BVMgRQ3FCQQsi,71,0.0304,0.803,106021,0.789,0.0,10,0.378,-3.434,0,0.0383,119.999,4,0.647
53,Breaking Benjamin,The Diary of Jane,1XKopm6Ka62xxgI3xIjcRJ,60,6.2e-05,0.395,200549,0.959,0.0447,10,0.102,-4.409,0,0.0632,167.093,4,0.319
54,OneRepublic,Apologize,428lSKYV9R5f5d4XGOeniY,75,0.327,0.593,208107,0.75,3.32e-05,8,0.101,-5.993,1,0.0337,118.005,4,0.45
55,Tory Lanez,B.I.D,6dnrppGRbt8fie18Lcd9Dd,68,0.103,0.767,164133,0.689,0.0,10,0.0786,-5.573,0,0.0852,154.957,4,0.555
56,Ghostemane,Mercury: Retrograde,2Vc6NJ9PW9gD9q343XFRKx,73,0.0598,0.831,124539,0.814,0.0134,2,0.0556,-7.364,1,0.42,156.985,4,0.389
57,Kevin Gates,Her,1ER1jzczLyrp1bCcW83uOj,5,0.0484,0.684,212558,0.582,0.0,7,0.24,-6.7,1,0.309,139.997,4,0.224
58,N.W.A.,Chin Check,13QU1ThhwiGzPfwUFcylxr,63,0.0831,0.906,221373,0.775,2.74e-05,2,0.15,-5.775,1,0.268,100.054,4,0.838
59,Lil Mosey,Boof Pack,7wExAu2KtrNx2KKwsv5EUx,72,0.0975,0.693,135000,0.576,0.0,0,0.207,-6.955,1,0.0868,159.978,4,0.691
60,Pitbull,I Know You Want Me (Calle Ocho),6a8GbQIlV8HBUW3c6Uk9PH,62,0.0142,0.824,237120,0.743,2.12e-05,2,0.237,-5.995,1,0.141,127.046,4,0.804
61,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,85,0.0293,0.726,233902,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.733
62,Ski Mask The Slump God,Far Gone (feat. Lil Baby),6RiMRVxOiEYd4QSu1cxrls,67,0.206,0.926,236587,0.444,0.0,1,0.124,-9.024,1,0.254,140.085,4,0.389
63,SAINt JHN,Trap (feat. Lil Baby),0mnVrUP1TAoO223C0N2NYI,72,0.0862,0.792,184699,0.839,0.0,0,0.194,-2.887,1,0.0429,116.985,4,0.354
64,Big L,Put It On,6JI5wNWYdBw68GZjOMmgK5,63,0.0175,0.711,217627,0.62,0.0,11,0.134,-10.174,0,0.212,179.817,4,0.805
65,Famous Dex,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",0n22yqkitWec0PV6tibWEO,70,0.235,0.68,230408,0.732,0.000174,10,0.0705,-7.108,0,0.27,75.422,4,0.864
66,Destiny's Child,8 Days of Christmas - Live,6SXsdpPOPxXaxzqZ100sr0,0,0.0385,0.659,208987,0.717,0.0,9,0.0635,-5.591,0,0.22,99.683,4,0.617
67,Will Smith,Men In Black,2FK7fxjzQEXD7Z32HSF0Hl,64,0.0961,0.801,227267,0.581,0.000296,5,0.0971,-8.491,0,0.0681,107.545,4,0.657
68,Pusha T,If You Know You Know,6bGwKHXHNLmTy6yt147FPh,69,0.0186,0.46,202120,0.697,0.0,6,0.362,-5.954,0,0.325,153.426,4,0.701
69,Travis Scott,A-Team,5cgEadiGKjtTP1Q6NJqVP5,65,0.0485,0.626,176640,0.526,0.00627,7,0.107,-4.112,0,0.0452,127.977,4,0.17
70,The Pussycat Dolls,When I Grow Up,21pySLskKIKrhDziCX5ojQ,69,0.00165,0.671,245680,0.685,0.0,11,0.398,-5.762,0,0.05,118.449,4,0.368
71,Skepta,It Ain't Safe,26DdCbuwHRX1BgWeHQIn1C,58,0.00799,0.903,223411,0.521,0.0,1,0.119,-8.174,1,0.318,150.018,4,0.761
72,Makaveli,Hail Mary,4akCwzFRS8Syu5uFy7L1sG,68,0.158,0.654,309800,0.637,1.28e-05,10,0.338,-6.915,0,0.293,81.947,4,0.364
73,Sean Paul,Tip Pon It,22wt8Hi61HAuHIrnltZ0wF,63,0.00446,0.689,221612,0.892,0.00932,4,0.435,-3.95,0,0.246,110.09,4,0.77
74,Mac Miller,Knock Knock,3uYm4MtU6jUQft2DtGqEoZ,67,0.0353,0.667,202807,0.922,0.0,4,0.364,-4.857,0,0.128,108.952,4,0.509
75,Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,80,0.0339,0.95,284200,0.665,0.0,5,0.0453,-4.286,0,0.061,104.504,4,0.76
76,Gunna,Outstanding,76PwajqH3ej4hnk9tgaJpp,75,0.309,0.829,180780,0.73,0.0,6,0.109,-4.554,0,0.241,149.075,4,0.324
77,Kanye West,Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,68,0.00865,0.571,221227,0.739,5.21e-06,7,0.158,-6.11,1,0.247,83.089,4,0.66
78,Rich The Kid,Racks Today,1VxXvgu6BhUg3PdTOoTTvv,69,0.0757,0.859,155389,0.574,0.0,1,0.18,-4.013,1,0.38,75.023,4,0.303
79,50 Cent,P.I.M.P.,3G0yz3DZn3lfraledmBCT0,73,0.0521,0.712,249480,0.772,4.35e-06,10,0.0368,-3.024,0,0.346,84.722,4,0.848
80,6ix9ine,GUMMO,4HbiCvH1R7mVOJ7KY7JQBD,75,0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635
81,Hollywood Undead,Undead,4U0p10TUdRyhQ06ZqGAtxx,62,0.0138,0.512,265053,0.943,0.0,2,0.261,-5.185,0,0.106,163.128,4,0.485
82,Migos,T-Shirt,7KOlJ92bu51cltsD9KU5I7,75,0.242,0.865,242407,0.687,0.0,10,0.158,-3.744,0,0.217,139.023,4,0.486
83,Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O,76,0.00589,0.884,234693,0.657,0.0,6,0.154,-4.569,0,0.0977,107.059,4,0.489
84,Wiz Khalifa,No Sleep,2kzRSiyignH8yzPTrWvyPo,67,0.109,0.653,191320,0.711,0.0,9,0.443,-6.454,1,0.0623,160.048,4,0.769
85,Blueface,Thotiana (Chiedu Oraka remix),0ABfSI3NtnofD62ok96eqk,49,0.198,0.944,102008,0.807,0.0,10,0.0831,-5.627,0,0.166,104.007,4,0.712
86,The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm)",4GIsskMpViPkt0uzPJTJSp,63,0.0949,0.833,286187,0.628,1.6e-06,2,0.282,-7.041,1,0.141,106.328,4,0.645
87,The Weeknd,Angel,0wzPHTgOtFIDhk2rD3Au4x,65,0.105,0.626,377347,0.583,0.0,10,0.115,-7.574,0,0.0435,127.956,4,0.335
88,XXXTENTACION,Gassed Up!,15Y949TGjUppdT78h0S49P,70,0.293,0.843,225051,0.56,6.72e-06,6,0.0984,-6.122,1,0.284,130.032,4,0.477
89,Rise Against,Prayer Of The Refugee,2VGQ342iuqj6aSaYbyBQVJ,67,0.00131,0.198,199387,0.977,4.62e-05,3,0.23,-3.499,0,0.173,195.795,4,0.351
90,G-Eazy,Let's Get Lost,5DSr1NMci58MEgS20vivSL,67,0.103,0.671,240680,0.672,3.98e-05,4,0.074,-9.188,0,0.12,117.96,4,0.186
91,OneRepublic,Love Runs Out,3cOO5IQtOYs7huq4Z6lYfr,66,0.178,0.712,224853,0.924,0.0,7,0.0897,-3.789,1,0.059,120.017,4,0.725
92,Polo G,Battle Cry,7AXoX6HdYwf52e8i8XffOI,68,0.234,0.743,192000,0.59,0.0,7,0.093,-7.788,1,0.382,150.021,4,0.346
93,6LACK,Been A While,007PPvZtGDYHSEhYPxqIfC,63,0.36,0.442,176213,0.463,1.71e-05,1,0.256,-10.93,0,0.247,87.213,1,0.229
94,BONES,HDMI,2JUs4EVimq0ShpPeIgeokl,66,0.698,0.708,139375,0.298,0.772,7,0.304,-16.427,1,0.0578,124.863,4,0.118
95,NF,Real,0ZFayEwoO5qqYjsOi8YDjO,68,0.245,0.71,263040,0.862,0.0,1,0.214,-6.086,1,0.187,135.044,4,0.165
96,Yung Pinch,Nightmares (feat. Lil Skies),0qy1xNhQvnRhEpvKxdXYUR,73,0.107,0.579,200213,0.698,0.0,2,0.174,-5.701,1,0.0827,165.071,4,0.302
97,Migos,Narcos,0wbnC9AUenxp613TYaJsGK,79,0.0146,0.936,255379,0.588,0.0,7,0.139,-6.948,0,0.136,124.987,4,0.238
98,Jason Derulo,Marry Me,7yxNIKwbgYlqWgBYeEtFXN,52,0.033,0.568,225027,0.631,0.0,7,0.144,-5.623,1,0.0273,105.096,4,0.23
99,Mac Miller,Nike's on My Feet,4Hq1q82uvzNxUYmgBOxPco,65,0.537,0.823,164411,0.438,0.0,9,0.105,-8.728,0,0.279,92.047,4,0.59
100,YG,HANDGUN (feat. A$AP Rocky),50wkDxcIfamIajKwmgp0iB,64,0.0195,0.843,215533,0.546,0.0,8,0.374,-7.714,1,0.464,159.104,4,0.427
101,Snoop Dogg,Who Am I (What's My Name)?,5XhkV07Vou38wnrzwURUOC,71,0.000136,0.692,246320,0.833,1.98e-05,7,0.515,-3.974,1,0.0492,96.814,4,0.692
102,Young Thug,Sin (feat. Jaden Smith),1Jl21sidRpEdlVBvYbssLx,77,0.00544,0.889,202533,0.385,0.0,11,0.274,-11.767,0,0.165,125.995,4,0.235
103,SZA,Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,72,0.0705,0.727,208400,0.456,0.0,9,0.124,-7.26,1,0.285,111.331,4,0.548
104,Martin Solveig,Intoxicated - New Radio Mix,5bcfWAHLoMfGBdbeyoMaH3,53,0.00563,0.8,159693,0.677,0.00409,0,0.0838,-4.023,1,0.0393,125.004,4,0.547
105,Makaveli,Me And My Girlfriend,5kGsDi86P9pZux4x4wopHV,61,0.115,0.828,308267,0.892,0.0,4,0.217,-4.567,0,0.193,85.95,4,0.712
106,Miguel,Banana Clip - Spanish Version,1feq11zHN3P3mmoUZzsKaB,41,0.101,0.642,201387,0.659,0.0,1,0.121,-5.645,0,0.0592,85.051,4,0.712
107,Rick Ross,Hustlin',3hQCHzkE5oSA3F1xM8bpcM,70,0.0898,0.505,254093,0.657,0.0,9,0.0606,-7.254,1,0.288,135.995,4,0.666
108,Kanye West,No More Parties In LA,0zLClc0emc6qUeV1p5nc99,67,0.231,0.525,374413,0.924,0.0,5,0.221,-1.613,1,0.3,93.798,4,0.697
109,Papa Roach,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,80,0.000481,0.589,199907,0.89,0.00082,4,0.201,-3.719,0,0.0603,90.598,4,0.692
110,Russ,"Psycho, Pt. 2",26OhjtaTamFocE08t83ml6,78,0.775,0.766,161985,0.548,5.57e-06,10,0.1,-4.29,1,0.235,82.944,4,0.424
111,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",7L9WGxCSBYCOW9Jcoq5J13,0,0.0384,0.676,176675,0.615,0.0,6,0.341,-7.534,0,0.0496,163.993,4,0.883
112,Fergie,Glamorous,4N0tDOF2bo9JEpSqLNlpjq,62,0.307,0.812,246596,0.773,0.0,0,0.0966,-6.465,1,0.217,131.05,4,0.545
113,XXXTENTACION,$$$ - with Matt Ox,65u1dHQyQyE4y4aN2eDmMF,75,0.0636,0.774,130403,0.507,0.0,1,0.138,-6.952,0,0.065,140.067,4,0.508
114,The Weeknd,The Morning,6u0dQik0aif7FQlrhycG1L,71,0.317,0.652,312427,0.549,0.0,6,0.104,-7.555,0,0.039,120.073,4,0.186
115,J. Cole,False Prophets,0eneujAc4PxkdjP25Gsue1,64,0.698,0.73,237427,0.747,1.63e-05,8,0.152,-9.496,0,0.324,90.039,4,0.751
116,K'NAAN,Wavin' Flag - Coca-Cola® Celebration Mix,6WFQsZZa81anp9BkqZMyTb,54,0.309,0.583,212507,0.791,0.0,0,0.0996,-4.192,1,0.0644,151.869,4,0.615
117,Kendrick Lamar,DNA.,6HZILIRieu8S0iqY8kIKhj,82,0.00454,0.638,185947,0.523,0.0,1,0.0842,-6.664,1,0.357,139.913,4,0.422
118,Timeflies,Stuck With Me,6Ej6WtjqLbro72mF4Y1Xdb,61,0.693,0.578,172147,0.391,3.47e-06,0,0.11,-13.379,1,0.114,80.145,4,0.224
119,Future,Jumpin on a Jet,1I3ZAmPmbFV78oNKnibOiW,74,0.0571,0.824,137134,0.595,3.7e-06,11,0.0876,-6.346,1,0.091,140.039,4,0.157
120,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),1lL7Sj9AitQT7YWXs6obEq,73,0.0581,0.763,234589,0.441,0.0,0,0.0458,-8.211,1,0.256,86.093,4,0.538
121,Korn,Coming Undone,6p2liQLGoDaLXgND68bfVt,71,0.000658,0.687,199773,0.677,0.000146,2,0.0564,-4.172,1,0.0508,75.052,4,0.546
122,The Lonely Island,Finest Girl (Bin Laden Song),1LpjlPR8Gv52B04UQNLZAw,62,0.297,0.711,150587,0.765,0.0,5,0.282,-4.85,1,0.263,98.627,4,0.47
123,YG,Twist My Fingaz,0evVIHGlp94jOUMvoQZRVD,52,0.0134,0.903,254520,0.602,0.0,10,0.14,-5.429,0,0.336,99.01,4,0.529
124,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,72,0.024,0.715,241853,0.561,0.0,1,0.0769,-7.605,1,0.0721,100.076,4,0.297
125,YNW Melly,City Girls,5U3MWICGoIVVIR1N8CdCgd,71,0.127,0.631,173156,0.688,0.0,0,0.105,-8.733,1,0.0438,139.922,4,0.383
126,Nico & Vinz,When the Day Comes,0P2HAFu7RnkfPnkimNi7I5,52,0.287,0.706,227319,0.653,0.0,5,0.0843,-6.39,1,0.055,120.018,4,0.32
127,Meek Mill,Dreams and Nightmares,42zd6DYQ4o4SECmTITrM1U,73,0.468,0.631,230693,0.774,0.0,11,0.281,-2.459,1,0.3,79.745,4,0.44
128,Fergie,Big Girls Don't Cry (Personal),3Q4WeJmzxuDpzMu9QjQqbM,75,0.239,0.712,268120,0.647,0.0,7,0.0955,-4.277,1,0.0336,113.116,4,0.292
129,Trippie Redd,Me Likey,0p3tGNjc5enjSCnH1GljiH,64,0.157,0.702,161110,0.561,0.0,0,0.166,-6.051,0,0.0491,144.127,4,0.295
130,Pitbull,Give Me Everything,4QNpBfC0zvjKqPJcyqBy9W,77,0.192,0.671,252307,0.939,0.0,8,0.298,-3.206,1,0.161,129.023,4,0.529
131,Supa Dupa Humble,Steppin',3FhBQdBnnsxka6vGVcgCpX,67,0.00031,0.852,145253,0.583,0.0646,10,0.0723,-4.651,0,0.106,160.042,4,0.134
132,KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,77,0.339,0.585,324674,0.597,0.0404,0,0.195,-7.499,1,0.037,100.051,4,0.227
133,Jay Rock,Hood Gone Love It (feat. Kendrick Lamar),6i6cWTCYBOKEdJnWjzm2yk,63,0.0879,0.61,245467,0.856,0.0,11,0.289,-3.974,1,0.325,91.77,4,0.67
134,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,93,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
135,KYLE,Moment (feat. Wiz Khalifa),0oXIvlG6j5mCeViCB1E6Lv,65,0.0468,0.708,188497,0.666,0.0,11,0.118,-6.438,1,0.0956,144.004,4,0.326
136,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,85,0.0891,0.586,210747,0.909,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,0.757
137,Kanye West,Runaway,3DK6m7It6Pw857FcQftMds,73,0.218,0.571,547733,0.568,0.0021,1,0.512,-3.827,0,0.0703,86.986,4,0.109
138,Famous Dex,PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,79,0.0149,0.921,191252,0.467,0.000238,1,0.334,-8.443,1,0.119,135.995,4,0.287
139,Beastie Boys,Sabotage,0Puj4YlTm6xNzDDADXHMI9,72,0.032,0.324,178440,0.938,0.0321,6,0.0961,-7.332,0,0.102,168.131,4,0.543
140,Lil Peep,Benz Truck (гелик),3kBD2xHIqKWXjLAGidDTSz,75,0.0498,0.602,159987,0.762,0.00819,2,0.121,-6.149,0,0.0347,92.02,4,0.112
141,Migos,BBO (Bad Bitches Only),4BHzHISX21PYwGXiBEUQ70,69,0.044,0.804,251859,0.774,1.38e-06,4,0.217,-5.79,0,0.0638,161.955,4,0.493
142,Disturbed,Indestructible,42ZVk59gT4tMlrZmd8Ijxf,71,0.000209,0.429,278027,0.966,0.124,8,0.371,-4.605,1,0.0733,179.956,4,0.525
143,Lil Peep,Fingers,3GGkqI7lQTP1D6CtymwnHZ,66,0.0123,0.546,182893,0.835,0.326,0,0.103,-6.399,1,0.0501,133.986,4,0.423
144,Yung Gravy,Magic,6Kx5zccLx3zj4R49HTvcjB,63,0.058,0.784,177840,0.731,1.51e-06,8,0.324,-6.159,1,0.0644,108.003,4,0.402
145,G-Eazy,Drifting,5sv4LTz8qayQYnXlzaxg2x,64,0.00199,0.523,273253,0.757,0.0,6,0.3,-6.772,0,0.138,134.828,4,0.375
146,Trey Songz,Na Na,5LIleJbUUgtvYnBW9wfY1W,67,0.328,0.67,231907,0.476,0.0,9,0.104,-6.253,0,0.0406,96.975,4,0.235
147,Russ,Pull The Trigger,2oy5kjcc7itM64xk00Gz2c,66,0.305,0.623,156560,0.651,0.0,4,0.101,-6.988,0,0.345,82.078,4,0.296
148,Quadeca,Uh Huh!,5RsoKNOQIbRKfqjaPzyWfE,69,0.0565,0.683,135620,0.716,0.0,1,0.222,-7.597,1,0.311,155.692,4,0.496
149,Juice WRLD,Maze,4mUIe9gfsdtsVP2zFIl74x,83,0.126,0.674,144090,0.726,1.56e-06,11,0.115,-3.813,0,0.141,160.067,4,0.443
150,OutKast,Elevators (Me & You),2oLwDI8tZUOh6SmTMRRfKs,63,0.0234,0.774,265200,0.586,0.000726,10,0.0562,-10.434,0,0.301,85.075,4,0.642
151,Quavo,LOSE IT (feat. Lil Baby),69PkhA9q3xCWU2CzoZnLAu,74,0.0161,0.962,237655,0.573,0.0,7,0.109,-5.924,1,0.308,125.035,4,0.728
152,JID,Westbrook (with A$AP Ferg),0GTzZhS8P50p922OEuoNLF,67,0.0454,0.621,237297,0.779,0.0,1,0.0479,-4.354,1,0.406,90.722,3,0.432
