,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
34,Blueface,Thotiana,3oh6SCCeLuXhFpEyepla6G,92,0.18,0.906,129264,0.382,0.0,10,0.113,-12.89,0,0.269,104.025,4,0.391
35,Roses & Frey,With or Without You,1iQ1BpOGF1Umd3lpTV4OPO,56,0.954,0.641,166943,0.147,1.91e-06,11,0.111,-14.812,1,0.0337,111.913,4,0.287
36,Yung Pinch,When I Get Home (Hotel California),76ARBVsPT9Cg0aAO0CFno8,54,0.406,0.729,203813,0.698,0.0,5,0.108,-4.986,0,0.0545,131.966,4,0.466
37,Lily James,"Andante, Andante",4pKTaU9Vm7nC5tC0mxjxfI,68,0.609,0.635,240147,0.392,7.8e-05,10,0.0745,-9.46,1,0.0242,102.02,3,0.455
38,XXXTENTACION,before I close my eyes,16x9bQHw8TBNaGDyULvwad,74,0.976,0.356,99658,0.143,1.89e-05,9,0.111,-15.148,1,0.0388,75.522,4,0.334
39,Annika Aakjær,Hvis du spørger (Don't Ask Me),7Dl5MUGjfpm6uyd0yF0Lud,41,0.41,0.667,198099,0.516,0.0,6,0.701,-9.112,1,0.0618,146.044,4,0.604
40,Hottub,Jumpin,1BHaTgDyIPpIJpvorUmU5p,36,0.0135,0.669,196056,0.949,0.606,1,0.0897,-5.094,1,0.0596,141.995,4,0.415
41,Jamaika,Problemer Sover Ik,3M9QxRO9MGJuhk0fQhGhOn,49,0.114,0.583,242110,0.456,0.0,11,0.113,-6.376,0,0.0577,139.04,4,0.421
42,Ski Mask The Slump God,LA LA,2PCKWNZYcwyFKd4lVRWE8k,71,0.0585,0.765,147413,0.574,0.0,5,0.22,-8.456,1,0.31,140.017,4,0.606
43,Robin Schulz,Speechless (feat. Erika Sirola),1rCcsYnmqbMYdkG7kS9GC5,88,0.0161,0.574,214942,0.728,1.42e-06,1,0.0851,-4.777,1,0.062,125.047,4,0.266
44,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,73,0.0476,0.642,164205,0.772,0.0,10,0.0646,-6.61,1,0.0848,153.995,4,0.589
45,Tom Misch,It Runs Through Me,02CygBCQOIyEuhNZqHHcNx,68,0.205,0.802,261881,0.607,0.000748,11,0.246,-11.028,0,0.289,96.916,4,0.274
46,Per Magnusson,Moments Passing,2PGadtq0lzY0VBv3I5SdpE,60,0.989,0.287,163698,0.0613,0.956,4,0.11,-23.729,0,0.0522,74.517,5,0.187
47,XXXTENTACION,STARING AT THE SKY,4KpKyRFwN0gcwj58Uqjv7q,70,0.134,0.557,85124,0.338,0.00184,5,0.14,-9.892,1,0.0257,140.935,4,0.689
48,Ida,Bedst Sammen Med Dig,6BdsKyoDg56dBOn5JtUOVr,35,0.124,0.759,223250,0.819,0.0,4,0.287,-4.326,0,0.0739,100.02,4,0.43
49,Hearts & Colors,LA On A Saturday Night,0dbp9YwlGEzXmxavRMgZ4T,70,0.118,0.592,195075,0.588,0.0,10,0.138,-4.889,1,0.0405,81.997,4,0.336
50,Sleiman,Suavemente,0TFtAzkWRQgzLYufraAecN,41,0.524,0.71,216900,0.687,0.00107,4,0.093,-7.727,0,0.0471,100.004,4,0.262
51,NODE,JVB,2whjxvyi2ZdqDdZIwt1rcK,42,0.0987,0.781,168372,0.494,0.0,8,0.235,-7.495,1,0.451,136.861,4,0.705
52,Donae'o,Chalice,189NJ59FgEoGzBnyKZzreG,59,0.0284,0.691,234300,0.598,4.05e-05,7,0.131,-4.922,1,0.205,100.747,4,0.645
53,SunCity,Hasta Luego (feat. NODE),1O0MSAGbuAcCsY8IA2laMY,53,0.0821,0.671,182106,0.63,1.55e-06,6,0.336,-5.557,0,0.071,170.043,4,0.785
54,Lady Gaga,I'll Never Love Again - Film Version,4A7EkKijzA4ryEoCRWJzdG,78,0.763,0.451,281067,0.34,2.49e-06,7,0.135,-7.466,1,0.031,110.502,4,0.221
55,The Minds Of 99,I'm Gonna Die - Live,2NpaazkTV59RKbiUsH3Ffk,35,0.00391,0.416,239347,0.943,0.00923,2,0.984,-5.362,0,0.133,157.847,4,0.434
56,Niklas,Promise You,1QSzXcCtTmRJ6VwK6LgO3M,53,0.00354,0.719,185087,0.787,8.52e-06,6,0.106,-6.693,0,0.0445,94.987,4,0.642
57,Faustix,Crying In The Sun - Le Boeuf Remix,4dtTsxiztEoD9SQLBhifal,48,0.0518,0.822,169831,0.792,1.09e-06,11,0.124,-4.471,0,0.124,117.984,4,0.842
58,Medina,Grim,4OsrMiGKlsu6F2xozQHe1M,41,0.293,0.543,231132,0.369,0.0,9,0.0882,-7.488,0,0.083,84.922,4,0.348
59,21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd,78,0.111,0.872,205352,0.591,0.0,6,0.144,-6.952,0,0.359,131.982,4,0.696
60,Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,88,0.00381,0.8,204665,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
61,David Guetta,Your Love,0tgbSxoFjZ20MjfoKwWevV,78,0.0997,0.571,185620,0.937,0.496,2,0.125,-2.682,0,0.0336,125.027,4,0.512
62,j-hope,Blue Side (Outro),2yAr91sJO2OQinZLghgnzr,65,0.0149,0.499,90540,0.394,0.901,9,0.309,-10.202,0,0.0261,80.466,4,0.0812
63,Nipsey Hussle,Last Time That I Checc'd (feat. YG),39xWBHPM4E9MwzEy5gbM7p,78,0.0289,0.711,225573,0.746,0.0,1,0.371,-4.224,1,0.253,96.024,4,0.279
64,Hopsin,Low-Key,1LpVOoC6yTrcJVxdCMGicj,63,0.221,0.645,212701,0.833,0.0,11,0.134,-3.715,1,0.32,83.534,4,0.721
65,Naoui,En Som Mig,3W4EKO0s6Xyr4akzptwq7q,41,0.151,0.799,168364,0.758,0.0,7,0.272,-6.301,0,0.212,107.064,4,0.674
66,Paul Rosenberg,Paul - Skit,0Uv5Kp8sEnriJjkX4oLfNI,69,0.993,0.636,35240,0.335,0.0,11,0.342,-13.327,1,0.966,161.68,4,0.561
67,Thomas Helmig,Vi Er De Eneste,3T9LnNnscuoxZIOaj8GlH2,40,0.0203,0.807,224080,0.801,2.48e-05,10,0.0843,-3.837,1,0.0314,125.001,4,0.972
68,Hugo Helmig,Please Don't Lie,6vQkI9C45TiTe1ZcVBzC6H,53,0.131,0.707,212112,0.594,1.11e-05,4,0.176,-5.753,1,0.0505,93.963,4,0.591
69,ATYPISK,Så På,7aymLo04lsFLyUZbNOv6nX,54,0.0732,0.74,148585,0.89,0.0,9,0.144,-3.691,0,0.161,120.022,4,0.564
70,Zedd,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,84,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.128,1,0.047,88.335,3,0.458
71,Hjalmer,Dig Og Mig,1KA0Zt1BSbuMHtjv1FFasD,55,0.556,0.666,192693,0.546,0.0,11,0.0745,-6.456,0,0.0261,127.116,4,0.498
72,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),49zMj9UjQ0IGksOO2VuhZX,63,0.105,0.803,203180,0.743,2.12e-06,1,0.099,-3.602,0,0.0681,108.005,4,0.674
73,Dhurata Dora,Jake Jake,08ZjfnTiFRtW2EyJP4gWcX,60,0.327,0.872,162000,0.817,0.0,3,0.0903,-4.307,0,0.0797,98.016,4,0.858
74,6ix9ine,"FEFE (feat. Nicki Minaj, Murda Beatz)",4QIyEq7TcTdAcxjI2AFlAK,85,0.088,0.931,179405,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376
75,Lady Gaga,Is That Alright?,378u8gf9qpJ4ZhxHEvrodl,74,0.868,0.557,191280,0.279,1.25e-05,6,0.0978,-7.757,1,0.0372,102.727,4,0.263
76,Lil Skies,World Rage,4XwmdaPVSHsvxsuKS7HBdl,69,0.261,0.7,135419,0.556,0.0,7,0.144,-8.356,1,0.128,77.943,4,0.351
77,Lil Yachty,MICKEY,3GxGAhRowXixzk521JQpZu,68,0.0295,0.971,160518,0.466,0.0,1,0.097,-5.655,1,0.23,119.994,4,0.131
78,Danni,Solbriller (feat. Sandra Hussein),3dJdyd11CRHrmK2qGkA580,35,0.373,0.786,211049,0.661,0.0,9,0.0913,-5.475,0,0.0467,103.13,4,0.679
79,Felix Jaehn,Feel Good,6ULQ6ZRc7JuVutRMy6gfgc,71,0.115,0.709,166947,0.904,0.000247,4,0.167,-3.916,1,0.0388,125.947,4,0.668
80,Sigala,Somebody,6iMoJ3UdrO2ZjzzcaN8Eom,72,0.0938,0.675,238667,0.849,0.0,0,0.121,-3.841,1,0.0675,100.111,4,0.681
81,Mads Langer,Flawless - Acoustic,3xgMQzmEyjDxHKdRGROay0,45,0.609,0.733,207534,0.361,0.0,2,0.132,-7.158,1,0.0284,110.059,4,0.625
82,Eebz,Cinderella,5YegSwqvF8lAhSG9Fmd8lP,39,0.209,0.693,179478,0.805,0.0,0,0.156,-5.63,1,0.0453,115.965,4,0.841
83,Benjamin Ingrosso,1989,1rPKVa1XKgN1dwSSq0G4zD,60,0.145,0.671,187080,0.751,0.0,8,0.134,-6.361,0,0.0552,98.039,4,0.702
84,Vigiland,Take This Ride,1bjd4UgjnK5hedJJKmi3YP,68,0.00704,0.608,203841,0.536,3.59e-05,8,0.46,-5.355,0,0.0469,112.035,4,0.167
85,Jess Glynne,I'll Be There - Acoustic,4fBrdd2GXXC2yUjRM31oju,66,0.836,0.544,195906,0.48,0.0,7,0.267,-3.506,1,0.0273,100.151,4,0.375
86,Cardi B,Bickenhead,17Yq72h0p15OhCbZ5lJ5gd,69,0.154,0.884,181624,0.814,1.67e-06,7,0.158,-5.333,1,0.303,155.938,4,0.907
87,Anna Clendening,Invisible,1HnTWOJNm9VyT4jDfNp7Ta,64,0.397,0.77,186880,0.509,2.31e-06,1,0.206,-9.508,0,0.135,165.908,4,0.601
88,Ozuna,Ibiza,1h9P5WJwyvK8OB7O2YiXgp,83,0.254,0.691,200747,0.71,0.0,5,0.108,-5.144,1,0.334,192.046,4,0.726
89,Sleiman,Desperado,2Orci2AXQhZmRYGlN2XscZ,46,0.547,0.775,172000,0.563,0.000697,10,0.118,-8.185,0,0.0794,119.988,4,0.619
90,Luis Fonsi,Calypso,4178A5NkEjcsGc64jpBO6d,78,0.138,0.866,200347,0.859,0.0,1,0.401,-3.087,0,0.0587,109.972,4,0.923
91,Major Lazer,Cold Water (feat. Justin Bieber & MØ),3Yqsx1OFZqPbULxXPLHlpq,74,0.0736,0.608,185352,0.798,0.0,6,0.156,-5.092,0,0.0432,92.943,4,0.501
92,Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,89,0.04,0.699,205920,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
93,Khalid,Motion,65DzdjRWH35DNsBZBjW523,75,0.0982,0.554,235880,0.61,0.0812,0,0.561,-7.229,1,0.0804,80.948,4,0.497
94,Nicklas Sahl,Devil On Your Shoulder,08RzqDOamBoqefEupSXRIw,45,0.348,0.626,225907,0.464,0.0,11,0.0825,-9.101,1,0.0356,120.875,4,0.129
95,John Legend,A Good Night,7gevvAspxft2qQmcvJjNBH,69,0.104,0.53,203453,0.707,0.0,10,0.105,-5.516,1,0.203,109.827,4,0.696
96,Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c,73,0.0963,0.631,176443,0.709,0.0,2,0.376,-4.666,1,0.0505,84.504,4,0.2
97,A Boogie Wit da Hoodie,Voices In My Head,0Veyvc3n9AcLSoK3r1dA12,70,0.0555,0.754,142301,0.663,0.0,6,0.101,-6.311,0,0.427,90.195,4,0.207
98,First Aid Kit,Fireworks,3qJImzh896FdKl5mJfpFaC,62,0.597,0.502,254547,0.483,1.37e-06,8,0.108,-7.173,1,0.0247,92.579,3,0.243
99,Sivas,Havde Ikk Noget (feat. Stepz),1B7p2XsgPzvifrz1x0Vu9N,43,0.204,0.861,153902,0.575,0.0,11,0.375,-9.848,0,0.102,141.975,4,0.787
100,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,88,0.111,0.935,145627,0.552,0.0,10,0.0952,-9.373,0,0.335,99.993,4,0.615
101,Camur,Casablanco,1LKjzOQb11el4B3WNvEzvK,38,0.213,0.593,181607,0.646,0.0,10,0.0928,-6.096,0,0.338,104.135,4,0.758
102,Etham,Before I Lose My Mind - Stripped,2UTHTASTtmJXiBUmSIXERT,65,0.608,0.635,226646,0.247,0.0,0,0.111,-11.141,0,0.0387,124.813,4,0.181
103,Desiigner,Overseas (feat. Lil Pump),2Q13JqwPOhGIgvuHgdk6eZ,63,0.129,0.892,192027,0.679,1.55e-05,9,0.301,-6.495,1,0.0676,129.992,4,0.434
104,MOMOLAND,BBoom BBoom,3BPoSr2pO34Aan6alFfVto,74,0.0149,0.785,208863,0.744,0.00666,3,0.0661,-4.249,0,0.0369,126.018,4,0.833
105,Imagine Dragons,Boomerang,2B1fuWoWaYnCXbjYp1gXg5,73,0.139,0.429,187800,0.559,0.00928,2,0.121,-7.493,1,0.152,100.073,4,0.347
106,Michael Bublé,Love You Anymore,7JEUg9KqmpdIE5Nbb9ss66,75,0.869,0.693,182667,0.257,0.0,6,0.11,-7.785,1,0.0356,90.012,4,0.603
107,BTS,Trivia 轉 : Seesaw,1ZPpGPko8oULTmi34rozMh,74,0.181,0.707,246334,0.791,0.0,5,0.102,-4.481,0,0.035,106.985,4,0.678
108,A Boogie Wit da Hoodie,Beasty,77JzXZonNumWsuXKy9vr3U,71,0.292,0.86,152829,0.418,0.0,7,0.106,-9.061,0,0.158,126.023,4,0.374
109,Jay Sean,Emergency,1mLUvpjtP8RAZIt9KoZwvv,65,0.751,0.412,208277,0.355,0.0,1,0.151,-7.619,1,0.0325,82.246,4,0.421
110,MDMarius,Midnatsdak,0hu2VqyPPJ8OzyiuoXKh8x,36,0.00179,0.494,206759,0.83,0.0618,6,0.383,-5.562,0,0.16,103.973,4,0.169
111,DON x LEE x BARBER,Raketter,4b3deWkMROLoMHJAi6cXuI,39,0.0818,0.831,248257,0.588,6.9e-06,5,0.533,-6.899,0,0.0635,120.017,4,0.516
112,DJ Kayz,Jour J,5Ms2G7M5TU9XBpWg4eJgos,65,0.421,0.726,205199,0.817,4.13e-06,3,0.172,-3.782,0,0.0418,100.075,4,0.81
113,Sigala,We Don't Care,59D6pNWyn8UXPpos5fbAqm,71,0.0316,0.423,207430,0.857,0.0,10,0.0555,-3.441,0,0.275,180.01,4,0.655
114,Marvin S,Inte Omri,2uj1LBAY6k32ARj0SuetpG,35,0.127,0.707,201705,0.585,0.0,4,0.292,-6.36,0,0.0318,117.948,4,0.373
115,Christopher,Irony,0UEszsTJ5SezkEQPeAM9S9,66,0.256,0.389,208260,0.479,0.0,5,0.124,-8.029,1,0.0438,152.309,4,0.301
116,Kacey Musgraves,High Horse,2U2Z1IXnmJIvlknWizFykZ,73,0.0325,0.725,213693,0.674,3.55e-06,11,0.0531,-5.254,0,0.0363,120.057,4,0.773
117,AJ Mitchell,Used to Be,7FjKU2mfpEpvKIbx8naZRk,73,0.723,0.471,174793,0.474,0.0,5,0.0964,-6.355,1,0.0382,120.656,4,0.262
118,Imagine Dragons,West Coast,2nkoWsTZa8LKPNGdjI5uxj,73,0.581,0.672,217173,0.715,2.08e-06,0,0.101,-6.18,1,0.0268,104.989,4,0.677
119,Charlotte Lawrence,Stole Your Car,1MTanOR2Kts7au3HtM0nez,75,0.0729,0.659,215786,0.712,3.04e-05,7,0.367,-5.61,0,0.0782,101.034,4,0.202
120,James Smith,Tell Me That You Love Me,2wHA4yJKT8TJhGz20QxUqX,67,0.402,0.536,194659,0.317,0.0,6,0.11,-8.752,1,0.0359,143.89,4,0.319
121,SHY Martin,Just a Little Longer,74d9QhneUCIUvO00ev5kyX,65,0.0559,0.85,206204,0.551,0.0,0,0.161,-7.197,1,0.0572,104.967,4,0.634
122,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,88,0.171,0.753,184732,0.657,0.0,7,0.112,-3.061,1,0.0449,107.01,4,0.437
123,Alec Benjamin,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,74,0.224,0.817,181705,0.578,0.00103,11,0.251,-7.579,0,0.0824,143.982,4,0.851
124,Geek,Out Of Body,4RXlX3YzXHee4nlToVPuZ5,51,0.0446,0.707,174905,0.777,4.38e-05,11,0.342,-6.15,0,0.0452,115.014,4,0.421
125,Khruangbin,Evan Finds the Third Room,6EV7iIhdW9VBjphqZNGSfM,58,0.0101,0.781,240743,0.385,0.587,10,0.166,-9.976,0,0.0789,105.812,4,0.842
126,Kelly Clarkson,Never Enough,4eGfldSRct5z9tQZDp5R5Y,68,0.139,0.398,204133,0.512,0.0,8,0.115,-7.148,1,0.0486,133.659,4,0.0956
127,Elvira Pitzner,Perfect,1CCZ2HFzpf33Cfx2fkuuVw,39,0.1,0.72,219029,0.619,1.38e-05,4,0.174,-6.056,0,0.0717,103.093,4,0.478
128,Hara Noda,Lower East,3U2kykkXQm5QMiFk4OkPCa,55,0.951,0.514,209375,0.104,0.833,7,0.124,-19.268,0,0.0401,113.95,4,0.236
129,Grace VanderWaal,Clearly,5XBqGcLYOZi8CEW83Ug7Fs,67,0.125,0.663,251907,0.673,1.58e-06,10,0.248,-6.152,0,0.0586,98.0,4,0.279
130,AH AH,Van damme,2yu0DVRNJWSpwGsjUtzbyD,32,0.568,0.758,140357,0.665,0.00123,5,0.138,-6.599,0,0.051,111.965,4,0.512
131,Oskar Schuster,Maribel,0d7dpG6tUWelr6FiWwF9uy,68,0.921,0.57,163865,0.158,0.927,0,0.0717,-21.329,1,0.0292,76.621,4,0.434
132,Hennedub,Holder Fast,0yJshzyh9qjjtiyLBbPglQ,55,0.216,0.665,192970,0.731,0.0,9,0.0813,-4.007,0,0.0636,101.961,4,0.512
133,Aminé,BLACKJACK,6U9OkV9oa8kN8LyBGf3wvJ,72,0.184,0.962,117307,0.563,0.0,2,0.059,-6.372,1,0.246,131.023,4,0.899
134,Fouli,La Fami,6iKh27IuddYWKDKC6x5NtM,55,0.462,0.864,167435,0.693,0.0,10,0.167,-5.571,0,0.0516,118.962,4,0.851
135,Toby Oby,YouTube,5k7Yx6s6eSVsbq4UZ0H6so,33,0.00923,0.701,166040,0.681,0.00403,0,0.0829,-6.336,0,0.167,188.922,4,0.42
136,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,80,0.0292,0.533,183160,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,4,0.7
137,Jay Hardway,Let Me Tell You Something,1wbxyHXIOwLCUEFPBP5IzC,57,0.0105,0.599,158814,0.826,0.195,6,0.196,-3.778,1,0.146,128.018,4,0.649
138,The Weeknd,Wasted Times,72TyiiduRmczEbDIEtKQdR,75,0.622,0.562,220293,0.674,2.04e-05,10,0.111,-6.049,0,0.0851,122.699,4,0.293
139,NOTD,So Close,7FjZU7XFs7P9jHI9Z0yRhK,85,0.121,0.7,190302,0.872,7.08e-06,10,0.103,-5.896,1,0.0666,125.03,4,0.761
140,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],0kCBorRrKZkSztd9m0QI3r,79,0.00183,0.938,201707,0.5,0.0,4,0.077,-10.08,0,0.144,140.011,4,0.462
141,FINNEAS,Let's Fall in Love for the Night,7kQkmyoHCEqwe7QwDbkSXM,70,0.802,0.737,190348,0.408,0.0,5,0.171,-7.941,1,0.104,127.921,4,0.374
142,5 Seconds of Summer,Lie To Me,3567eNX2L3RkkMkwspncMH,72,0.0115,0.633,150467,0.478,0.0,0,0.103,-5.571,1,0.0359,159.951,4,0.692
143,Hayden James,Just Friends,6tB4XVKceo2307SSWXaO0y,68,0.105,0.639,238991,0.685,0.0,9,0.143,-4.571,0,0.049,110.041,4,0.363
144,Shawn Mendes,Why,3XeqINnregzwBJNg7RyyH4,72,0.648,0.689,238173,0.416,1.64e-06,0,0.0637,-9.247,0,0.0494,127.031,4,0.248
145,Silvera,Generation Z,3dF93sOx9zQbOnuo4WwzZZ,34,1.35e-05,0.415,297789,0.927,0.00191,8,0.106,-5.789,1,0.0554,143.955,4,0.499
146,Kelsea Ballerini,Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,75,0.014,0.643,192840,0.72,0.0,2,0.0834,-7.146,1,0.0527,96.028,4,0.491
147,Taylor Swift,Delicate - Seeb Remix,2Sy2oGjP5RYB4cLVoDU0Gz,60,0.0956,0.68,173266,0.821,0.00315,0,0.0826,-3.77,1,0.041,105.986,4,0.571
148,Lil Skies,I Know You (feat. Yung Pinch),5Cg98kiDYtCEHmjcKD0CJD,72,0.194,0.773,211200,0.602,0.000443,10,0.141,-6.384,1,0.108,74.896,4,0.442
149,Khalid,Vertigo,7stcuQtnHL7C6XdPvpwywv,76,0.552,0.487,270413,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207
150,Vkation,Telefon,0KA34HqRaEb7aNJUpfNx3i,38,0.218,0.615,198187,0.598,0.0,7,0.104,-6.384,1,0.187,150.058,4,0.694
151,Sean Finn,Infinity 2018 - Klaas Remix Edit,5gyAm7BgB0d0I4RPK1zcn2,54,0.00403,0.517,195280,0.924,0.307,10,0.369,-4.063,1,0.0975,128.127,4,0.498
