,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
19,Johannes Brahms,"Cello Sonata No. 1 in E Minor, Op. 38: II. Allegretto quasi menuetto",6u8qv17xG9lqFRtLRDXMMm,2,0.978,0.245,357227,0.0513,0.898,0,0.0821,-22.204,1,0.0422,75.368,3,0.245
20,Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Fugue No. 20 in A Minor, BWV 865/2",0pTlyKkgy8tZN3nWSFTIX5,23,0.956,0.449,292495,0.418,0.0644,8,0.133,-20.149,0,0.0318,75.165,4,0.867
21,Ludwig van Beethoven,"Piano Concerto No. 3 in C Minor, Op. 37: III. Rondo. Allegro",0yQpPXJ5jZRZEbJiCV6Ikw,24,0.974,0.41,551080,0.222,0.775,0,0.243,-21.945,0,0.0356,114.313,4,0.274
22,Franz Schubert,"Sonate pour arpeggione [violoncelle] et piano en la mineur, D. 821: II. Adagio",2o4GeBGYe2jYVPgtXdRe1v,44,0.991,0.122,268213,0.0269,0.939,4,0.207,-26.932,1,0.0464,91.455,4,0.039
23,Philip Glass,Études: No. 5,5JvrByzyTI9lfwHWunaXkx,44,0.981,0.323,535573,0.000528,0.92,5,0.0993,-41.823,0,0.0449,71.231,4,0.0478
24,Martha Argerich,Noches en los jardines de España: II. Danza Lejana,4MBk9naXJvIk5PabA04dyV,0,0.934,0.217,274920,0.133,0.933,5,0.174,-20.526,1,0.036,82.077,4,0.0843
25,Claudio Monteverdi,"Vespro della Beata Vergine, SV 206: XI. Sonata Sopra: Sancta Maria ora pro nobis",0xk0XyjL8NjzaOToGnPDRu,0,0.924,0.164,393720,0.138,0.877,1,0.0959,-20.847,1,0.0402,76.65,4,0.133
26,Johann Strauss II,"Accelerations, Op. 234 - Excerpt",6chhtKShBENElRnTnvJY4b,1,0.947,0.296,183209,0.0777,0.841,7,0.169,-19.118,1,0.0346,162.567,3,0.385
27,Vladimir Martynov,Vladimir Martynov: The Beatitudes,35bfCo1peMNIjrsrMPm7Aw,41,0.931,0.103,326787,0.114,0.787,10,0.141,-20.098,1,0.0456,89.754,4,0.0488
28,Sergei Rachmaninoff,"10 Préludes, Op. 23: No. 4 in D Major. Andante cantabile",5mbOZWc3MqVDgwPhialgj5,0,0.991,0.266,247373,0.015,0.851,2,0.0766,-31.399,1,0.0376,67.526,3,0.0518
29,Johannes Brahms,"Serenade No. 1 in D Major, Op. 11: IV. Menuettos I & II",6yDNVQPkDzq7F5HCijejjh,10,0.984,0.104,253527,0.0101,0.844,0,0.109,-31.152,1,0.0439,199.53,4,0.112
30,Ludwig van Beethoven,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo. Allegro vivace",2OllxOnKcXzY5k3sARHUVr,0,0.949,0.433,361280,0.144,0.921,3,0.0821,-22.228,1,0.057,109.661,4,0.294
31,Edward Elgar,"Variations on an Original Theme, Op. 36 'Enigma': Variation XIV. Finale: Allegro Presto ""E.D.U.""",7IDneIqbNni8GMpMXHfP2K,13,0.92,0.182,319315,0.317,0.841,7,0.0908,-12.619,1,0.0357,87.977,4,0.153
32,Antonín Dvořák,"Slavonic Dances, B. 83: No. 2, Dumka (Allegretto scherzando - Allegro vivo)",000t5tPBqvzg0jTDZ2B9cA,9,0.893,0.247,321000,0.0588,0.369,7,0.0896,-21.587,1,0.0376,132.174,3,0.147
33,Wolfgang Amadeus Mozart,"Eine kleine Nachtmusik, K. 525: III. Menuetto. Allegretto",3Llg5ZhvwEHnyvXVqerLSR,10,0.601,0.428,129493,0.0711,0.899,7,0.121,-15.031,1,0.0594,132.488,4,0.424
34,Antonín Dvořák,"Cello Concerto in B Minor, Op. 104: II. Adagio ma non troppo",7fqinR1lhVY55D4LyybeOc,11,0.8,0.136,689733,0.0653,0.411,7,0.102,-24.53,1,0.0388,96.017,4,0.0407
35,Edvard Grieg,"Two Nordic Melodies, Op. 63: I. I folketonestil (Popular Song)",0I4999lHF4XJqYwsqp2mB8,8,0.918,0.0795,452467,0.0244,0.369,2,0.0819,-24.771,0,0.0527,62.12,4,0.0412
36,Luciano Pavarotti,"Rigoletto / Act 3: ""La donna è mobile""",5MpayeDmtJwgCpxQOkVBtN,54,0.963,0.366,146000,0.174,1.11e-05,6,0.085,-14.047,1,0.0384,67.893,3,0.389
37,Van Canto,Wishmaster,6l6g73eju3tKvbslt2GKrQ,35,2.87e-05,0.448,263053,0.935,2.05e-06,1,0.0959,-6.339,1,0.0486,174.028,4,0.595
38,Franz Schubert,"Moments musicaux, D. 780: VI. Allegretto",7cyjhzpMPcNcGxmmGseCeE,5,0.995,0.518,479353,0.00892,0.948,8,0.106,-26.567,1,0.0783,105.692,5,0.0627
39,Wolfgang Amadeus Mozart,"Symphony No.25 in G minor, K.183: 1. Allegro con brio",64ta7ZvTJeThz7Ns4LmAHS,35,0.987,0.438,460027,0.233,0.889,7,0.0866,-13.794,0,0.0393,79.73,4,0.348
40,Sonata Arctica,Tallulah,3G80CgLA7ziD8i40s6uKQN,53,0.352,0.508,320467,0.613,1.1e-05,8,0.155,-4.788,0,0.0283,139.701,4,0.23
41,Franz Schubert,"Moments musicaux, D. 780: III. Allegro moderato",0eLWx1tKDkNUX6ReKrUojW,8,0.996,0.573,105987,0.0343,0.91,5,0.0877,-28.441,0,0.0436,99.235,4,0.641
42,Johannes Brahms,"Brahms: Trio No. 2 in C Major, Op. 87: I. Allegro",4zUy6eNh3M3cI6aSSWxMWX,1,0.954,0.296,570730,0.193,0.427,0,0.0912,-13.751,1,0.0433,118.046,3,0.0716
43,Luigi Boccherini,"String Quintet in F Minor, Op. 42 No. 1, G. 348: III. Adagio cantabile",3AmTYCPQhTbejiz3a3MQei,0,0.971,0.21,317893,0.00749,0.0166,4,0.123,-29.011,1,0.045,129.384,4,0.121
44,Carl Orff,"Carmina Burana / Fortuna Imperatrix Mundi: ""O Fortuna""",47J2TBfDpGQUfHkErP78Tw,37,0.922,0.304,143467,0.282,0.359,2,0.252,-14.336,0,0.0292,77.916,3,0.465
45,Claude Debussy,"Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",3sWbPGkJwBEB7JFgFzMPci,52,0.915,0.0934,301907,0.037,0.972,1,0.0827,-26.091,1,0.0412,164.68,4,0.0364
46,Wolfgang Amadeus Mozart,"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": II. Romanza (Andante)",6RCQkbIJfPIxds49o1uYhg,5,0.937,0.293,351227,0.0777,0.826,0,0.0691,-21.307,1,0.0456,129.808,4,0.181
47,Johannes Brahms,"Variations and Fugue on a Theme by Handel, Op. 24: Variation IV",7jQIaPqJF1JWvjrpOsmtPo,0,0.952,0.315,46720,0.298,0.831,10,0.143,-17.692,1,0.0405,86.272,4,0.526
48,Ludwig van Beethoven,"Eroica Variations in E-Flat Major, Op. 35",4FOcRkLyK4dHmOWVcyzBO8,13,0.962,0.396,1468640,0.208,0.921,3,0.067,-17.465,1,0.0553,113.173,4,0.191
49,Antonín Dvořák,"Symphony No. 2 in B-Flat Major, Op. 4: I. Allegro con moto",22IE5k0is9EQoe36lmzv76,2,0.9,0.216,1129667,0.184,0.9,5,0.116,-16.316,1,0.0339,101.922,4,0.0613
50,Johann Sebastian Bach,"Flute Sonata in E Major, BWV 1035: III. Siciliano",73oo4J0XK7rucG3QY7UgAZ,0,0.842,0.253,221813,0.0479,0.208,1,0.0546,-23.145,0,0.0452,95.263,4,0.385
51,Antonio Vivaldi,"The Four Seasons (Le quattro stagioni), Violin Concerto No. 1 in E Major, RV 269, ""Spring"" (La primavera): II. Largo e pianissimo sempre",5rXaQTBzIsZHpXQ0AihklQ,4,0.979,0.15,176133,0.0404,0.758,1,0.076,-28.879,0,0.0466,102.112,1,0.0497
52,Michael Nyman,The Heart Asks Pleasure First,4RW7EZi7SHSLRwvn1Q8Mqj,45,0.972,0.166,96560,0.263,0.92,9,0.124,-18.907,0,0.0357,177.412,3,0.41
53,Philip Glass,Metamorphosis II,4qqZt0UHKE7SEWyk34gtyk,46,0.985,0.181,437080,0.00918,0.934,9,0.0726,-25.073,0,0.053,71.045,3,0.0382
54,Ludwig van Beethoven,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio",0JMmmJ4MLnlOxOjUHFLsBX,0,0.984,0.228,643867,0.0197,0.646,3,0.13,-24.784,1,0.0438,119.489,4,0.0584
55,Domenico Scarlatti,"Sonata in A Minor, K 59 (L 241)",1UEDMKbWoJqaD91bRC8iZx,54,0.994,0.31,244093,0.156,0.879,9,0.0894,-22.46,0,0.0411,87.922,3,0.378
56,Wolfgang Amadeus Mozart,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": IV. Molto allegro",2YD607JWYbXy16f7y3bYaZ,0,0.918,0.293,385773,0.382,0.878,0,0.0598,-14.262,1,0.037,137.014,4,0.334
57,Antonín Dvořák,"Rondo in G Minor, Op. 94",2LoWoIG8cDjNOGSfxrBSjz,2,0.988,0.269,465627,0.0524,0.905,2,0.0877,-23.282,1,0.0423,87.184,4,0.127
58,Arvo Pärt,Cantus in Memoriam Benjamin Britten,5Zzxxa1jFRpriM0vU4JhbN,2,0.917,0.0605,412572,0.116,0.971,9,0.159,-20.12,0,0.043,63.938,3,0.03
59,Franz Schubert,"Piano Sonata No. 19 in C Minor, D. 958: 4. Allegro",6hVTqNeJOZMKIY0cclqX2p,0,0.987,0.348,553493,0.163,0.891,5,0.153,-25.428,0,0.0328,80.932,4,0.35
60,Wolfgang Amadeus Mozart,"Piano Concerto No. 23 in A Major, K. 488 (Arr. I. Lachner for Piano & Strings): II. Adagio",7lv65POv41KgdYhGkdtrtc,0,0.934,0.228,460027,0.0571,0.603,6,0.0859,-21.592,0,0.0358,79.156,3,0.0669
61,Frédéric Chopin,"3 Mazurkas, Op. 63: No. 1 In B Major. Vivace",2JSmO4Tt9Eb4kviK3Tv1Kx,53,0.996,0.301,114640,0.0235,0.918,11,0.0981,-28.305,1,0.0373,139.729,4,0.339
62,John Field,"Variations on Kamarinskaya, H. 22a",3BAKpBBHpvwafiLuf1D1lT,44,0.993,0.33,185400,0.0676,0.914,10,0.0794,-28.938,1,0.0583,85.009,4,0.215
63,Antonio Vivaldi,"Concerto in D Major, RV93: 2. Largo (Arr. Siegfried Behrend)",2Qj6ZcN10jMm7z0IQZ2ZVO,0,0.979,0.444,335286,0.109,0.921,2,0.121,-19.722,1,0.0386,113.374,4,0.17
64,Robert Schumann,"Kinderszenen, Op.15: 10. Fast zu ernst",4x6N6LIKIiab4gV4cdbtPZ,44,0.995,0.452,98573,0.00761,0.907,11,0.109,-32.738,1,0.0612,85.146,4,0.0983
65,Antonín Dvořák,"Poetic Tone Pictures, Op. 85: No. 9, Serenade (Moderato e molto cantabile)",4FVx6puEiFmoDY8Jk8gMEA,2,0.996,0.428,296000,0.0121,0.847,0,0.134,-28.842,1,0.042,68.209,4,0.0396
66,Johann Sebastian Bach,"Magnificat in E-Flat Major, BWV 243a: I. Magnificat anima mea (Chorus)",3Ty1CC0YsC8wDhsU6vOnyL,2,0.945,0.498,164960,0.381,0.753,2,0.115,-16.77,1,0.0296,101.009,3,0.659
67,"Orchestra Del Teatro Alla Scala, Milano","Tosca (2002 Digital Remaster), Act I: Ah! Finalmente! (Angelotti)",3iNgaqk6myf8drqQCtRpRT,26,0.981,0.277,126760,0.0593,0.645,2,0.229,-19.506,0,0.0475,139.621,4,0.0743
68,Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Prelude No. 3 in C-Sharp Major, BWV 848/1",49KG3lY670k167NyTp8xNj,30,0.945,0.349,97753,0.413,0.771,0,0.104,-21.383,1,0.0337,101.542,4,0.93
69,Ludwig van Beethoven,"String Trio in E-Flat Major, Op. 3: I. Allegro con brio",2RUgSjLVemffcIiIhgzWFx,0,0.973,0.398,494576,0.0584,0.433,3,0.129,-23.166,1,0.0468,148.517,4,0.364
70,Frédéric Chopin,"Nocturne No.20 In C Sharp Minor, Op.posth.",2VoQB250dGiyL1JazsnyML,52,0.989,0.245,257787,0.00499,0.948,1,0.0699,-32.649,0,0.0476,73.206,4,0.101
71,Johann Sebastian Bach,"No. 21, A. - G. Rezitativ (Evangelist, Pilatus, Jesus, Chor) - Und die Kriegsknechte flochten eine Krone",1oJUrlALf21q5FfJF3IHUh,17,0.952,0.378,352769,0.298,0.0,6,0.116,-15.131,0,0.0519,119.492,4,0.261
72,Johannes Brahms,Symphony No. 4 in E Minor Op. 98: II. Andante moderato,2Mjq0AB9QMz0Yiw2Dop3r8,21,0.972,0.0647,620080,0.0299,0.827,4,0.0885,-24.05,1,0.0426,66.605,3,0.0398
73,Sergei Rachmaninoff,"Morceaux de Fantaisie, Op.3: 1. Elégie",5qBAwcxsWVduQPum2AQZhT,48,0.989,0.203,317831,0.0851,0.925,3,0.113,-22.127,0,0.049,88.582,4,0.0395
74,Wolfgang Amadeus Mozart,"Klavierkonzert Nr. 21 C-Dur, K. 467, ""Elvira Madigan"": 2. Andante (Elvira Madigan): II. Andante",5FZJhk1rz6MPOKwM7SFLp4,41,0.976,0.255,403933,0.0342,0.927,5,0.0954,-28.614,1,0.0369,125.934,4,0.103
75,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Variation 21 Canone alla Settima - Remastered",6AAsNisZwKxgJUmMHOAYAO,40,0.988,0.324,132640,0.285,0.768,2,0.168,-17.995,0,0.0422,90.265,4,0.962
76,Franz Schubert,"String Quartet No. 13 in A Minor, D. 804 ""Rosamunde"": I. Allegro ma non troppo",5xpIMN3yBEzlIUg4IbSLYN,16,0.969,0.161,865733,0.0361,0.701,5,0.0685,-22.807,1,0.0494,84.381,3,0.0551
77,Johann Sebastian Bach,"No. 23, A. - G. Rezitativ (Evangelist, Pilatus, Chor) - Die Jueden aber schrieen und sprachen",05a0KusqyBUDvzhT5c9Mvu,17,0.947,0.357,250594,0.348,0.0,5,0.339,-14.447,0,0.0433,117.935,4,0.39
78,Wolfgang Amadeus Mozart,"Six German Dances, K. 509: No. 6 in C Major",1DYycHYJeNBb9e3mBBy5WS,6,0.872,0.483,224293,0.323,0.92,0,0.111,-13.45,1,0.037,101.445,3,0.755
79,Frédéric Chopin,"24 Preludes, Op. 28: No. 5 in D Major",1vIilOzL650AYm0H6govNf,32,0.992,0.331,50733,0.281,0.911,2,0.22,-20.023,1,0.0393,52.527,4,0.638
80,Johann Sebastian Bach,"Blast Lärmen, ihr Feinde!, BWV 205a, ""Krönungskantate"": XI. So lebet, ihr Musen, auf Helicons Höhen (Aria)",6jZch6jrpvpEuoj5tnDfLj,0,0.977,0.359,215267,0.318,0.00771,1,0.0613,-14.114,1,0.0483,175.372,3,0.676
81,Gabriel Fauré,"Requiem, Op. 48: II. Kyrie",4l6YMJfelC1yEMNHqGPqGg,38,0.971,0.0666,259853,0.0366,0.833,2,0.0829,-25.264,0,0.0464,72.689,4,0.0374
82,Andrea Bocelli,Ave Maria Pietas,3ofguKLUTnwSpmEIpA6koM,39,0.933,0.207,252101,0.346,0.00105,6,0.105,-9.761,0,0.0341,82.885,3,0.0711
83,Wolfgang Amadeus Mozart,"Symphony in D Major, K. 385 ""Haffner-Sinfonie"": II. Andante",6NYp4TpCo7spWlgGJg0Vsw,41,0.964,0.175,487387,0.041,0.692,2,0.0893,-23.586,1,0.0389,86.616,4,0.0601
84,Erik Satie,Première Gymnopédie,4jep6dMPP0z7HrN375InoL,63,0.995,0.593,204267,0.00543,0.952,7,0.0814,-35.422,1,0.0699,76.488,3,0.314
85,Sergei Prokofiev,"Romeo And Juliet, Op.64 / Act 1: Dance Of The Knights",2LiWNkeUOAeibGxJKxmjsD,56,0.786,0.199,307827,0.0677,0.738,0,0.225,-20.879,1,0.039,78.866,3,0.145
86,Edvard Grieg,"Sigurd Jorsalfar, Op. 22: II. Borghild's Dream",0J4Zhm9Xs5nxVQWGcoFsRT,6,0.843,0.0809,226080,0.00357,0.473,7,0.129,-34.332,1,0.0402,83.336,1,0.0365
87,Frédéric Chopin,"24 Preludes, Op. 28: No. 23 in F Major",3yDgRGU9DVdaKhG4QmY7ta,29,0.987,0.334,57667,0.172,0.93,5,0.101,-21.965,1,0.0451,108.093,3,0.436
88,Wolfgang Amadeus Mozart,"Piano Quintet in E-Flat Major, K. 452: I. Largo - Allegro moderato",5CKz6HuAPLPWZakkiJ7uyB,47,0.994,0.328,618013,0.0295,0.9,3,0.101,-25.576,1,0.041,75.063,4,0.224
89,Franz Schubert,"Moments musicaux, D. 780: V. Allegro vivace",3riN72ATcDY9kbSECOs1qD,5,0.988,0.422,124436,0.292,0.913,1,0.13,-15.869,1,0.0406,111.509,4,0.647
90,Aaron Copland,Appalachian Spring Suite: V. Allegro. Solo Dance of the Bride,5BnyVc0UmGvColCjNBfUu1,9,0.972,0.42,188387,0.115,0.81,0,0.0987,-21.291,1,0.0386,87.42,3,0.388
91,Bedřich Smetana,"Má Vlast, JB 1:112: No. 2, Vltava (The Moldau River)",6F6JQqTxscDCg6RB04083E,0,0.846,0.193,686800,0.239,0.792,7,0.111,-14.418,1,0.0332,78.5,4,0.0548
92,Sergei Rachmaninoff,"Aleko, TN ii/70: XII. The Young Gypsy's Romance",2Q16ZrHP1RReCSNiYp7UjM,4,0.96,0.211,110600,0.0945,0.069,7,0.111,-23.111,0,0.052,74.717,3,0.204
93,Antonio Vivaldi,"Cello Concerto in D Major, RV 404: I. Adagio affetuoso - Allegro",1ocpB6LTBz9iYdPcqWkBEX,21,0.943,0.353,306493,0.169,0.197,9,0.0802,-15.893,1,0.0329,107.41,4,0.218
94,Ludwig van Beethoven,"Symphony No.9 In D Minor, Op.125 - ""Choral"": 2. Molto vivace",7buhOwMom51xWy92Ufz2Dx,8,0.954,0.396,738253,0.229,0.938,0,0.0553,-21.059,1,0.047,127.209,4,0.303
95,Pyotr Ilyich Tchaikovsky,"Souvenir d'un lieu cher, Op.42: 3. Mélodie",1fWeZQfdmAoi3HWpHcn4tM,43,0.875,0.23,232664,0.0545,0.0411,3,0.0971,-25.199,1,0.0585,96.98,5,0.0608
96,George Frideric Handel,"Joseph and His Brethren, HWV 59, Pt. 3: Give, Give Him Up the Lad",6ay3ZcctgQWL4Ky1rDXKsd,6,0.922,0.373,56493,0.0505,0.0,6,0.416,-26.115,0,0.133,79.337,4,0.304
97,Robert Schumann,"Album for the Young, Op. 68, Pt. 2 ""For Adults"" (Arr. A. Karttunen for String Trio): No. 38, Wintertime I",3fPXGom1AeAqpIa9RR2DOm,7,0.937,0.283,129067,0.0437,0.64,0,0.111,-22.411,0,0.045,95.632,4,0.0358
98,Johann Sebastian Bach,"No. 22, Choral - Durch dein Gefaengnis, Gottes Sohn",7pNax90Gm8iFz9iHZ3sPbP,16,0.981,0.261,63687,0.202,0.000374,10,0.116,-17.614,1,0.0391,115.702,4,0.126
99,Ludwig van Beethoven,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",04wL162yKM7wEownGmPg2f,8,0.933,0.164,543360,0.035,0.879,4,0.112,-23.189,0,0.0424,138.535,4,0.0405
100,Robert Schumann,"Faschingsschwank aus Wien, Op. 26: V. Finale",0B7R12WF56FhXzFlROrQdJ,0,0.994,0.357,336069,0.0326,0.922,10,0.124,-24.712,1,0.0331,81.836,4,0.272
101,John Dowland,The Frog Galliard (P 23a),2MCGY9HGOyQB4hPrdisSsg,46,0.97,0.349,119600,0.0817,0.872,5,0.101,-30.501,1,0.0487,105.606,3,0.612
102,Ludwig van Beethoven,"Symphony No.5 In C Minor, Op.67: 1. Allegro con brio",1Uync9xFu9RGpj49kD6TpL,11,0.964,0.276,432453,0.272,0.916,0,0.0909,-14.975,0,0.04,100.554,4,0.161
103,Franz Liszt,"Christmas Tree, S. 186: VIII. Old Provencal Chrstimas Song",0CihHOexeWdiz3B9dkd6Fy,7,0.996,0.502,84973,0.109,0.846,11,0.163,-28.158,0,0.0417,137.458,3,0.559
104,Robert Schumann,"Album for the Young, Op. 68, Pt. 1 ""For Children"" (Arr. A. Karttunen for String Trio): No. 10, Happy Farmer, Returning from Work",4ryO2DnNr9Y0XF54TMLJOd,11,0.969,0.492,48827,0.114,0.846,0,0.112,-20.074,1,0.0609,60.054,4,0.549
105,Sergei Rachmaninoff,"Aleko, TN ii/70: VI. Men's Dance",5a4QSkaCdJg30HZ5u1J0tv,4,0.954,0.248,283360,0.0509,0.367,0,0.161,-21.451,0,0.0315,84.933,4,0.188
106,Dmitri Shostakovich,"Cello Sonata in D Minor, Op. 40: I. Allegro non troppo",7oUCjI1qMJ0l945s8BAlSF,1,0.978,0.16,737907,0.0564,0.881,10,0.119,-22.053,1,0.0516,77.03,4,0.0526
107,Johannes Brahms,"Variations and Fugue on a Theme by Handel, Op. 24: Variation XIV",1hm0ECV2sIaxUNkVmLG7yV,0,0.973,0.338,40400,0.228,0.842,10,0.131,-21.284,1,0.0309,102.779,4,0.879
108,Gioachino Rossini,Stabat Mater: I. Stabat mater dolorosa (Introduction),4JgiEMWw0jx0L23Q20GUkW,2,0.983,0.0865,592373,0.103,0.588,7,0.0897,-19.839,0,0.0417,85.175,3,0.0357
109,Franz Schubert,"Symphony No. 3 in D Major, D. 200: IV. Presto vivace",17Gcr0WOTV7IgXlZbXRd9w,16,0.957,0.372,391000,0.147,0.92,2,0.283,-19.789,1,0.0293,93.119,4,0.212
110,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: 1. Introitus: Requiem - Live",3V4FF9d8nBWfFR3fJ8uXEp,42,0.977,0.2,271507,0.194,0.869,7,0.362,-18.541,0,0.0364,95.47,4,0.0634
111,Edward Elgar,"Variations on an Original Theme, Op. 36 'Enigma': Variation VIII. Allegretto ""W.N.""",06UFtZJhQHr1G6o5O4br8t,14,0.97,0.188,118680,0.0543,0.897,7,0.105,-24.024,1,0.0417,91.88,3,0.0748
112,Frédéric Chopin,"Nocturnes, Op. 27: No. 2 in D-Flat Major (Lento sostenuto)",3qbW3MBQfyKqs3ONtLKZ8j,50,0.993,0.327,399573,0.0394,0.919,1,0.126,-22.85,1,0.0444,78.611,3,0.0539
113,Johann Sebastian Bach,"Concerto for 2 Violins in D Minor, BWV 1043: III. Allegro",4q7l2C4JSrxLscexK7BXW1,0,0.897,0.57,275280,0.427,0.00736,2,0.305,-12.324,0,0.039,102.718,3,0.89
114,Johann Sebastian Bach,"Concerto No. 1 in D Minor, BWV 1052: Concerto No. 1 in D Minor, BWV 1052: II. Adagio",63bIioQVn7mwRYrOaxhXO1,0,0.987,0.355,487314,0.0103,0.962,0,0.0883,-30.002,0,0.0368,69.327,4,0.0748
115,Avantasia,Farewell,4Qe4jyrOpoUeph5U8gwwxA,55,0.00388,0.457,392400,0.645,0.0,11,0.185,-5.97,1,0.0267,98.679,3,0.148
116,Claude Debussy,"Estampes, L. 100: I. Pagodes",3KgMvMsoRcdnNH7F5ovMik,16,0.99,0.122,319000,0.0143,0.943,1,0.113,-29.223,0,0.0427,71.533,4,0.0744
